11.  ID = 2024-02-14, Fitness = 91.0000   (Iteration: 1000), Runtime = 423.4805, Preprocessed = 198/900 ( 22.00%), Preprocessed Fitness = 154.0000  , Performance =  40.91%
12.  ID = 2024-02-15, Fitness = 75.0000   (Iteration: 1000), Runtime = 407.2829, Preprocessed = 307/900 ( 34.11%), Preprocessed Fitness = 130.0000  , Performance =  42.31%
13.  ID = 2024-02-16, Fitness = 78.0000   (Iteration: 1000), Runtime = 407.7875, Preprocessed = 317/900 ( 35.22%), Preprocessed Fitness = 136.0000  , Performance =  42.65%
14.  ID = 2024-02-17, Fitness = 65.0000   (Iteration: 1000), Runtime = 395.3975, Preprocessed = 356/900 ( 39.56%), Preprocessed Fitness = 127.0000  , Performance =  48.82%
15.  ID = 2024-02-18, Fitness = 90.0000   (Iteration: 1000), Runtime = 421.8043, Preprocessed = 289/900 ( 32.11%), Preprocessed Fitness = 146.0000  , Performance =  38.36%
16.  ID = 2024-02-19, Fitness = 68.0000   (Iteration: 1000), Runtime = 397.5187, Preprocessed = 335/900 ( 37.22%), Preprocessed Fitness = 131.0000  , Performance =  48.09%
17.  ID = 2024-02-20, Fitness = 81.0000   (Iteration: 1000), Runtime = 413.8256, Preprocessed = 303/900 ( 33.67%), Preprocessed Fitness = 136.0000  , Performance =  40.44%
18.  ID = 2024-02-21, Fitness = 69.0000   (Iteration: 1000), Runtime = 410.6068, Preprocessed = 339/900 ( 37.67%), Preprocessed Fitness = 131.0000  , Performance =  47.33%
19.  ID = 2024-02-22, Fitness = 70.0000   (Iteration: 1000), Runtime = 398.1977, Preprocessed = 352/900 ( 39.11%), Preprocessed Fitness = 127.0000  , Performance =  44.88%
20.  ID = 2024-02-23, Fitness = 67.0000   (Iteration: 1000), Runtime = 392.9536, Preprocessed = 425/900 ( 47.22%), Preprocessed Fitness = 114.0000  , Performance =  41.23%
21.  ID = 2024-02-24, Fitness = 75.0000   (Iteration: 1000), Runtime = 398.8240, Preprocessed = 370/900 ( 41.11%), Preprocessed Fitness = 126.0000  , Performance =  40.48%
22.  ID = 2024-02-25, Fitness = 86.0000   (Iteration: 1000), Runtime = 417.2457, Preprocessed = 282/900 ( 31.33%), Preprocessed Fitness = 143.0000  , Performance =  39.86%
23.  ID = 2024-02-26, Fitness = 71.0000   (Iteration: 1000), Runtime = 403.8054, Preprocessed = 353/900 ( 39.22%), Preprocessed Fitness = 124.0000  , Performance =  42.74%
24.  ID = 2024-02-27, Fitness = 83.0000   (Iteration: 1000), Runtime = 430.5481, Preprocessed = 239/900 ( 26.56%), Preprocessed Fitness = 146.0000  , Performance =  43.15%
25.  ID = 2024-02-28, Fitness = 69.0000   (Iteration: 1000), Runtime = 405.1467, Preprocessed = 349/900 ( 38.78%), Preprocessed Fitness = 125.0000  , Performance =  44.80%
26.  ID = 2024-02-29, Fitness = 80.0000   (Iteration: 1000), Runtime = 408.5903, Preprocessed = 326/900 ( 36.22%), Preprocessed Fitness = 136.0000  , Performance =  41.18%
27.  ID = 2024-03-01, Fitness = 75.0000   (Iteration: 1000), Runtime = 410.2620, Preprocessed = 322/900 ( 35.78%), Preprocessed Fitness = 133.0000  , Performance =  43.61%
28.  ID = 2024-03-02, Fitness = 84.0000   (Iteration: 1000), Runtime = 418.9054, Preprocessed = 250/900 ( 27.78%), Preprocessed Fitness = 145.0000  , Performance =  42.07%
29.  ID = 2024-03-03, Fitness = 85.0000   (Iteration: 1000), Runtime = 413.4783, Preprocessed = 297/900 ( 33.00%), Preprocessed Fitness = 142.0000  , Performance =  40.14%
30.  ID = 2024-03-04, Fitness = 76.0000   (Iteration: 1000), Runtime = 410.7490, Preprocessed = 294/900 ( 32.67%), Preprocessed Fitness = 137.0000  , Performance =  44.53%

Seed =
('MT19937', array([3313576614, 3967196003, 3486908000, 4085746641, 3731260771,
        369151637,  741632030, 2002565576, 1687258535,   57987553,
        667841456, 3715077668, 3536011674,  829249257, 2129526630,
       1103539091, 3099911673,  318305250, 2993332969,  349822859,
       3905495012, 1282354959,  812287556, 2747215886, 2992169284,
       3772543047, 4215111727, 2270431378, 1037279187, 2706370683,
       2932538779, 3726470177, 2008320563, 3966231183, 3675936022,
       1084975617, 1949433174, 2663745856, 2489894386, 4071486522,
        664805995, 3186153598, 1850662714,  451102252, 3743255020,
       2401162103, 2988570969,  393578546, 3874746030, 2483794006,
       3976271956, 1822397824,  436642096, 2056166929, 2685762793,
       1455544142, 2469457590, 1198162958, 2510430235, 3207132459,
       1025560092,  137825971, 3127463805, 1814917520, 2516445999,
       3077743456, 2070927556, 1335209053, 3865604419, 2699400036,
       1725558960, 3856082936, 2177248286, 4065753798, 2599563459,
        828666726,  860636474, 1536032183,  653858036,  460877502,
       4263946819, 4048783057, 2214505366, 1153708433, 3968397873,
       1488832201,   93889301,  647544699, 3098010120,  237451038,
       3435279745, 3105811341, 3254306725,   31061927, 1372820503,
       4159518745, 2415729768, 1848944458, 3520952717, 3805896350,
        760269591, 1184822408,  136044941, 3380943059, 2657570115,
       3847541889, 1733820503, 1822567290, 1220581623, 1774346293,
       2143941698,  132598785, 1527540886, 1329177890, 1332424505,
       1711021279, 3603963487, 4075845573,  316686100,  141929020,
       3906479417, 3263601593, 1412418515, 3171602562, 2705057426,
       1940223433, 3309169260,  568174899, 2846768690, 1486227369,
       1376675051,  723615286, 4208933107, 1188155997, 2790567844,
       3630913467, 1244942894, 3438649494, 4169386448,  170336250,
       2532490834, 3847039607, 4239758939, 2004423290,  151888618,
       1880709566,  156596186, 2876024725, 2272772763, 4024588470,
       3114430718, 3120013953,   52591755,  234152901, 1601118915,
       2407257610, 2422177756, 3775257214, 3100552968,  110495389,
       1957569030,  140497245, 1828653455, 2489810018, 4040515963,
       3796112517,  125916171, 4264735288, 3949000834,  525356996,
       1670434420, 2370438137, 2923356102, 1803677321,  736477428,
       1650316059,  215163209, 2568211423, 2974203143, 2821062939,
       4251264129,  812702676, 1189685894, 3342644532,  153113132,
       1778829197,  642733128, 3821535908, 4006765092,  113502319,
       3129068341, 1709633323, 1575533850,  933937722, 2274703653,
       3929606318, 3484261516, 4121363815, 2436652290, 1190786060,
       1926129788, 4133424132,    2312527, 2956825636, 2863099773,
       2120631087, 1439510175, 1548738840, 3012296886,  635477483,
        478149737, 4218210685, 3022615360,  171770178, 2738525212,
       3645016656, 3708116842, 3951365448, 1899702833, 1063799461,
       2454980137, 3829692529, 3048907840, 2649412709, 2753936506,
        872376743, 3005649300, 3294383576, 1471879175,  244703264,
       3774074108,  702631517,  904028896, 3209631933,  900525153,
        432209831, 3177385647, 1641219084, 2550378958, 3491169150,
       1789413174, 2233048138, 3169997480, 3321874840, 1934819180,
       3201789596,  828956794,  439741259,  253350661, 3596921396,
       1412807601, 2932416322, 1249600499,  980783642, 2112429764,
       3348885698, 1095826644,  157086251, 3122697944, 2136354681,
       3602143427, 2401009002, 4065643265,  837809926,   14472084,
       1953942561, 3596666808, 4286353631, 1304453814, 1844445820,
        273866991, 2457407873,  281248322,  160544680, 3837768005,
       1708921586, 3093704134, 3804473319,  535703048, 3187604755,
       2674369620, 1035961382, 1023055983, 1231474408, 2447844901,
       3053549147, 2371826514, 3488951969, 1619991211, 4214587821,
       1972934313, 3787241950, 1523041639, 3011411969, 4182332472,
       3503463123, 3786597919, 2459576778,  302059732, 2190201192,
       4242760391, 1234063781, 4189069161, 2546785186,  271640060,
        145892694,  275480260, 2797252388, 1116902216, 3053937054,
       4031200458, 3945018828, 2671313841,  771030942, 1938345735,
         88277530, 2641232062, 3562577683, 1185368598, 3735220966,
       1442688616,  864467256, 2224763201,  631000689,  651286022,
       3670152055, 2944367399,  863868162,  306468445, 3822711105,
       3045333809,  725772750,  518468332,  727904616, 1790789114,
       3290618365, 1014614825,  612262871, 2161865666,  975881681,
        915426829, 3925206873, 3714644596, 3631156193,  689591516,
       1654736845, 3292616002,  706769811, 1312955417, 3584487241,
        225394617,  235055569, 3509339347, 3366550837, 2160536904,
       2613219518,  315134053,  941045963, 2290599451, 1908154392,
        449306323, 4094711905, 1035123545, 2691176430, 2786662560,
       3238370143, 2427323258, 1794564257,  475415303,  555007279,
       3906157794, 2887579724, 1792080537, 3865434234, 1207392316,
       3446077979,  266780714, 1624516044, 1990481982, 1737008216,
        902065679, 1806188232, 1254617326, 2683830849, 2828460366,
        191301521, 1972870366, 3576396582, 1834614280,  239563299,
       3642634863, 1184127979, 3246041263, 3339017513,  204196612,
       1818119199, 2135798722, 2606164076, 1476965038,  328066126,
       1733206464, 1602240740, 3661613261,  460209021, 1214077668,
       2754628088, 2138937641,  891949799, 2225932594, 2132452564,
       3298411316, 2765024555, 1075871741, 3925446546, 3164390743,
       1911019456,  853821138, 3437851783, 2995124671, 3970973847,
       3791974906,  400265915,  706539061,  913366782, 3589498543,
       3230707617,  494893114,  666187394, 1778256512, 1894429886,
       3247566688, 1384195001,  512039868, 3488595377, 4192526641,
        454247711, 1980310626,  659416903, 1089661595, 3376036593,
        282718129, 3268004263, 4240963477, 3229315270, 2986176749,
       2379883798,  761885958,  657110815, 4158354418, 1323194282,
       3686496590, 4268215930, 2698418300, 4041046753, 4129737274,
       4010851540, 1558356004, 2239467860,  538581910, 2517309208,
       4082818332, 2016008748, 3218379367, 3978692773, 1256080864,
        437103705,  897293351, 1191431989, 2826782906, 1176929147,
       2906885800,  112165866, 2252495736, 2667705142, 3231922732,
       1862311387, 2213194620, 1241123042, 4189868041, 4230428326,
        742238531, 3445493785, 3368573084, 3430185494, 3233589918,
       2178119579, 2851525857,  857605833,  491299723, 1327118193,
        727503872,  129300900, 1279516369,  803536686, 2561614194,
       2029126900, 2899033924, 1324662804, 2618222115, 2660100651,
       2468935535,  402366431, 2633541574, 2629918677, 3102330944,
       3694156211, 3466635133,  700081670,  149861039, 2570390590,
       3626860835, 1786065440, 3582781788, 3815294942,  493715823,
       2451378077,  891180625, 2959746155, 3113065685, 1388540156,
        596889155, 2934938311, 2249797628, 2474527752, 3050964725,
       3397402841, 3186631471, 2077313782,  662170880, 2412752012,
        645652383, 3463621682, 3181384721, 2733821803, 3150061313,
       1857506631, 2502507894, 2913131244,   91520608, 2241573652,
        176670767, 1669124004, 2450771113, 3864825836,   14258313,
       4136091180, 1030468683,   14472134, 2629531982, 1716789868,
        847371767, 2487766692,  724692882,  535383417, 3181206598,
       3600033193,  824338788, 3064152609, 2961633033, 2080019855,
       4198940823, 1159752072, 3177070511, 2359681829, 2164834215,
       4277904612, 2991954998,  130561753, 2754002248, 3648699313,
       3818379065,  880815385, 2463801950, 3192945916, 4242625607,
       2709988937, 2403801084,  575742087,  485279746, 3371318234,
         89627274, 3571176762, 3594910916, 3542666976, 3604925521,
        677162968, 1388324415, 1540762936, 1737814641, 3265513908,
       1505057166, 1204141030, 4220892357, 1627025483, 4094666152,
       1915391697, 1916438023, 3736435738, 2223726579,  853810726,
       3516825699, 3003937737,   22329284, 3569153252,  992570079,
        830324361,  305662857, 3490927195, 3156013201, 1132979205,
       2882521783, 3045050106, 1718496230, 4254591729, 1403455999,
       3967627073, 2760510437, 1452159612, 2689190300, 1415121787,
       1689762912, 2744880519, 3231347398,  495789713], dtype=uint32), 156, 0, 0.0)
